instrumentToken|instrumentName|name|lastPrice|expiry|strike|tickSize|lotSize|instrumentType|segment|exchange|isin|multiplier|exchangeToken|OptionType
10404|GPPL|Gujarat Pipavav Port Ltd|112.35|0|0|0.050000|1|EQ|CASH|BSE|INE517F01014|1|533248|-
5054|GUJARATPOLY|Gujarat Poly Electronics Ltd|15.7|0|0|0.010000|1|EQ|CASH|BSE|INE541F01022|1|517288|-
1236|GSCLCEMENT|Gujarat Sidhee Cement Ltd|50|0|0|0.050000|1|EQ|CASH|BSE|INE542A01039|1|518029|-
1219|GSFC|Gujarat State Fertilizers & Chemicals Ltd|133.45|0|0|0.050000|1|EQ|CASH|BSE|INE026A01025|1|500690|-
7769|GSPL|Gujarat State Petronet Ltd|316.7|0|0|0.050000|1|EQ|CASH|BSE|INE246F01010|1|532702|-
6989|GUJTERC|Gujarat Terce Laboratories Ltd|15|0|0|0.010000|1|EQ|CASH|BSE|INE499G01013|1|524314|-
352|GUJTHEMIS|Gujarat Themis Biosyn Ltd|582.15|0|0|0.050000|1|EQ|CASH|BSE|INE942C01029|1|506879|-
14454|GULFOILLUB|Gulf Oil Lubricants India Ltd|589.95|0|0|0.050000|1|EQ|CASH|BSE|INE635Q01029|1|538567|-
6620|GULPOLY|Gulshan Polyols Ltd|286.4|0|0|0.050000|1|EQ|CASH|BSE|INE255D01024|1|532457|-
10499|GAL|Gyscoal Alloys Ltd|2.39|0|0|0.010000|1|EQ|CASH|BSE|INE482J01021|1|533275|-
6856|HPCOTTON|H P Cotton Textile Mills Ltd|97.35|0|0|0.050000|1|EQ|CASH|BSE|INE950C01014|1|502873|-
7458|HTMEDIA|H T Media Ltd|26.2|0|0|0.050000|1|EQ|CASH|BSE|INE501G01024|1|532662|-
6504|HOTLSILV|H. S. India Ltd|6.4|0|0|0.010000|1|EQ|CASH|BSE|INE731B01010|1|532145|-
17362|HGINFRA|H.G. Infra Engineering Ltd|669|0|0|0.050000|1|EQ|CASH|BSE|INE926X01010|1|541019|-
5013|HALDYNGL|Haldyn Glass Ltd|41.3|0|0|0.050000|1|EQ|CASH|BSE|INE506D01020|1|515147|-
20709|HANMAN|Hanman Fit Ltd|1.78|0|0|0.010000|4200|EQ|CASH|BSE|INE982Q01017|1|538731|-
4664|HARDCAS|Hardcastle & Waud Mfg Co Ltd|278|0|0|0.050000|1|EQ|CASH|BSE|INE722D01015|1|509597|-
15550|HARDWYN|Hardwyn India Ltd|75.6|0|0|0.050000|2500|EQ|CASH|BSE|INE626Z01011|1|541276|-
97|HARIAEXPO|Haria Exports Ltd|5.37|0|0|0.010000|1|EQ|CASH|BSE|INE772B01014|1|512604|-
5664|HRYNSHP|Hariyana Ship Breakers Ltd|109.7|0|0|0.050000|1|EQ|CASH|BSE|INE400G01011|1|526931|-
32921|HVL|Hariyana Ventures Ltd|209|0|0|0.050000|50|EQ|CASH|BSE|INE219D01012|1|506024|-
46100|HRMNYCP|Harmony Capital Services Ltd|5|0|0|0.010000|1|EQ|CASH|BSE|INE264N01017|1|530055|-
502|HARRMALAYA|Harrisons Malayalam Ltd|191.35|0|0|0.050000|1|EQ|CASH|BSE|INE544A01019|1|500467|-
8814|HARYNACAP|Haryana Capfin Ltd|44.3|0|0|0.050000|1|EQ|CASH|BSE|INE928H01019|1|532855|-
6118|HASTIFIN|Hasti Finance Ltd|4.8|0|0|0.010000|1|EQ|CASH|BSE|INE671D01014|1|531387|-
10175|HATHWAY|Hathway Cable & Datacom Ltd|26.55|0|0|0.050000|1|EQ|CASH|BSE|INE982F01036|1|533162|-
7114|HATSUN|Hatsun Agro Product Ltd|1442.6|0|0|0.050000|1|EQ|CASH|BSE|INE473B01035|1|531531|-
3763|HAVELLS|Havells India Ltd|1418.35|0|0|0.050000|1|EQ|CASH|BSE|INE176B01034|1|517354|-
1241|HAWKINCOOK|Hawkins Cookers Ltd|6156.5|0|0|0.050000|1|EQ|CASH|BSE|INE979B01015|1|508486|-
6624|HAZOOR|Hazoor Multi Projects Ltd|20|0|0|0.050000|1|EQ|CASH|BSE|INE550F01031|1|532467|-
6551|HBESD|HB Estate Developers Ltd|16.5|0|0|0.010000|1|EQ|CASH|BSE|INE640B01021|1|532334|-
6550|HBPOR|HB Portfolio Ltd|32.6|0|0|0.050000|1|EQ|CASH|BSE|INE638B01025|1|532333|-
121|HBSL|HB Stockholdings Ltd|41.75|0|0|0.050000|1|EQ|CASH|BSE|INE550B01022|1|532216|-
5051|HBLPOWER|HBL Power Systems Ltd|50.25|0|0|0.050000|1|EQ|CASH|BSE|INE292B01021|1|517271|-
14606|HCKKVENTURE|HCKK Ventures Ltd|36.35|0|0|0.050000|1|EQ|CASH|BSE|INE345Q01017|1|539224|-
1243|HCL-INSYS|HCL Infosystems Ltd|14.01|0|0|0.010000|1|EQ|CASH|BSE|INE236A01020|1|500179|-
3060|HCLTECH|HCL Technologies Ltd|1249.7|0|0|0.050000|1|EQ|CASH|BSE|INE860A01027|1|532281|-
95921|HDFCAMC|HDFC Asset Management Company Ltd|2906|0|0|0.050000|1|EQ|CASH|BSE|INE127D01025|1|541729|-
1249|HDFCBANK|HDFC Bank Ltd|1629.3|0|0|0.050000|1|EQ|CASH|BSE|INE040A01034|1|500180|-
84203|HBANKETF|HDFC Banking ETF|383.11|0|0|0.010000|1|EQ|CASH|BSE|INF179KC1AN8|1|543224|-
10378|HDFCMFGETF|HDFC Gold ETF|41.83|0|0|0.010000|1|EQ|CASH|BSE|INF179KC1981|1|533230|-
36741|HDFCLIFE|HDFC Life Insurance Company Ltd|703.7|0|0|0.050000|1|EQ|CASH|BSE|INE795G01014|1|540777|-
21707|HCPO36MSRG|HDFC MUTUAL FUND - HDFC C|12.74|0|0|0.010000|1|EQ|CASH|BSE|INF179KB1YK5|1|536642|-
13715|SXETF|HDFC Sensex ETF|641.05|0|0|0.010000|1|EQ|CASH|BSE|INF179KC1973|1|539517|-
19329|HCG|Healthcare Global Enterprises Ltd|242.9|0|0|0.050000|1|EQ|CASH|BSE|INE075I01017|1|539787|-
1251|HEG|HEG Ltd|2412.75|0|0|0.050000|1|EQ|CASH|BSE|INE545A01016|1|509631|-
584|HEIDELBERG|HeidelbergCement India Ltd|254.7|0|0|0.050000|1|EQ|CASH|BSE|INE578A01017|1|500292|-
6019|HEMANG|Hemang Resources Ltd|3.58|0|0|0.010000|1|EQ|CASH|BSE|INE930A01010|1|531178|-
15558|HEMIPROP|Hemisphere Properties India Ltd|138.8|0|0|0.050000|1|EQ|CASH|BSE|INE0AJG01018|1|543242|-
5437|HEMORGANIC|Hemo Organic Ltd|9.6|0|0|0.010000|1|EQ|CASH|BSE|INE422G01015|1|524590|-
19444|HERANBA|Heranba Industries Ltd|787.65|0|0|0.050000|1|EQ|CASH|BSE|INE694N01015|1|543266|-
4490|HERCULES|Hercules Hoists Ltd|151.75|0|0|0.050000|1|EQ|CASH|BSE|INE688E01024|1|505720|-
1256|HERITGFOOD|Heritage Foods Ltd|462.65|0|0|0.050000|1|EQ|CASH|BSE|INE978A01027|1|519552|-
1259|HEROMOTOCO|Hero MotoCorp Ltd|2915.55|0|0|0.050000|1|EQ|CASH|BSE|INE158A01026|1|500182|-
5455|HESTERBIO|Hester Biosciences Ltd|2611.95|0|0|0.050000|1|EQ|CASH|BSE|INE782E01017|1|524669|-
1261|HFCL|HFCL Ltd|76.85|0|0|0.050000|1|EQ|CASH|BSE|INE548A01028|1|500183|-
4421|HIGHENE|High Energy Batteries (India) Ltd|1854.5|0|0|0.050000|1|EQ|CASH|BSE|INE783E01015|1|504176|-
6079|HIGHSTREE|High Street Filatex Ltd|11.3|0|0|0.010000|1|EQ|CASH|BSE|INE319M01011|1|531301|-
3714|HIKAL|Hikal Ltd|517.3|0|0|0.050000|1|EQ|CASH|BSE|INE475B01022|1|524735|-
1315|HIL|Hil Ltd|5163.75|0|0|0.050000|1|EQ|CASH|BSE|INE557A01011|1|509675|-
8769|HILTON|Hilton Metal Forging Ltd|12.95|0|0|0.010000|1|EQ|CASH|BSE|INE788H01017|1|532847|-
4489|HIMTEK|Him Teknoforge Ltd|120|0|0|0.050000|1|EQ|CASH|BSE|INE705G01021|1|505712|-
23706|HIMFIBP|Himachal Fibres Ltd|4.74|0|0|0.010000|1|EQ|CASH|BSE|INE723D01021|1|514010|-
1263|HSCL|Himadri Speciality Chemical Ltd|50.9|0|0|0.050000|1|EQ|CASH|BSE|INE019C01026|1|500184|-
7023|HFIL|Himalaya Food International Ltd|17.8|0|0|0.050000|1|EQ|CASH|BSE|INE552B01010|1|526899|-
6433|HINDALUMI|Hind Aluminium Industries Ltd|39.65|0|0|0.050000|1|EQ|CASH|BSE|INE227B01019|1|531979|-
46415|HCLTD|Hind Commerce Ltd|3.46|0|0|0.010000|1|EQ|CASH|BSE|INE691J01019|1|538652|-
8|HIRECT|Hind Rectifiers Ltd|189.2|0|0|0.050000|1|EQ|CASH|BSE|INE835D01023|1|504036|-
1270|HINDALCO|Hindalco Industries Ltd|498.45|0|0|0.050000|1|EQ|CASH|BSE|INE038A01020|1|500440|-
4671|HINDMILL|Hindoostan Mills Ltd|310|0|0|0.050000|1|EQ|CASH|BSE|INE832D01020|1|509895|-
4989|HINDADH|Hindustan Adhesives Ltd|278.25|0|0|0.050000|1|EQ|CASH|BSE|INE074C01013|1|514428|-
42229|HAL|Hindustan Aeronautics Ltd|1396.45|0|0|0.050000|1|EQ|CASH|BSE|INE066F01012|1|541154|-
6464|HINDBIO|Hindustan Bio Sciences Ltd|3.52|0|0|0.010000|1|EQ|CASH|BSE|INE597C01013|1|532041|-
280|HINDCOMPOS|Hindustan Composites Ltd|321.55|0|0|0.050000|1|EQ|CASH|BSE|INE310C01029|1|509635|-
1272|HCC|Hindustan Construction Company Ltd|10.37|0|0|0.010000|1|EQ|CASH|BSE|INE549A01026|1|500185|-
4928|HINDCOPPER|Hindustan Copper Ltd|126.25|0|0|0.050000|1|EQ|CASH|BSE|INE531E01026|1|513599|-
5375|HINFLUR|Hindustan Fluoro Carbons Ltd|9.7|0|0|0.010000|1|EQ|CASH|BSE|INE806J01013|1|524013|-
45850|HNDFDS|Hindustan Foods Ltd|2039.05|0|0|0.050000|1|EQ|CASH|BSE|INE254N01018|1|519126|-
4502|HINDHARD|Hindustan Hardy Ltd|258.65|0|0|0.050000|1|EQ|CASH|BSE|INE724D01011|1|505893|-
10335|HMVL|Hindustan Media Ventures Ltd|78.5|0|0|0.050000|1|EQ|CASH|BSE|INE871K01015|1|533217|-
13154|HINDMOTORS|Hindustan Motors Ltd|13.04|0|0|0.010000|1|EQ|CASH|BSE|INE253A01025|1|500500|-
1286|HINDOILEXP|Hindustan Oil Exploration Company Ltd|206.05|0|0|0.050000|1|EQ|CASH|BSE|INE345A01011|1|500186|-
1303|HOCL|Hindustan Organic Chemicals Ltd|41.25|0|0|0.050000|1|EQ|CASH|BSE|INE048A01011|1|500449|-
1289|HINDPETRO|Hindustan Petroleum Corporation Ltd|327.75|0|0|0.050000|1|EQ|CASH|BSE|INE094A01015|1|500104|-
166|HINDTINWRK|Hindustan Tin Works Ltd|125.15|0|0|0.050000|1|EQ|CASH|BSE|INE428D01019|1|530315|-
1282|HINDUNILVR|Hindustan Unilever Ltd|2675|0|0|0.050000|1|EQ|CASH|BSE|INE030A01027|1|500696|-
1295|HINDZINC|Hindustan Zinc Ltd|318.65|0|0|0.050000|1|EQ|CASH|BSE|INE267A01025|1|500188|-
5011|HINDNATGLS|Hindusthan National Glass & Industries Ltd|35.85|0|0|0.050000|1|EQ|CASH|BSE|INE952A01022|1|515145|-
12613|HUIL|Hindusthan Urban Infrastructure Ltd|5239|0|0|0.050000|1|EQ|CASH|BSE|INE799B01017|1|539984|-
6683|HISARMET|Hisar Metal Industries Ltd|129|0|0|0.050000|1|EQ|CASH|BSE|INE598C01011|1|590018|-
5519|HITECHCORP|Hitech Corporation Ltd|233.6|0|0|0.050000|1|EQ|CASH|BSE|INE120D01012|1|526217|-
20720|HKG|HKG Ltd|50.1|0|0|0.050000|2500|EQ|CASH|BSE|INE904R01027|1|539097|-
5258|HLEGLAS|HLE Glascoat Ltd|6678.9|0|0|0.050000|1|EQ|CASH|BSE|INE461D01010|1|522215|-
16598|HOMEFIRST|Home First Finance Company India Ltd|673.1|0|0|0.050000|1|EQ|CASH|BSE|INE481N01025|1|543259|-
1940|HONDAPOWER|Honda India Power Products Ltd|1361.15|0|0|0.050000|1|EQ|CASH|BSE|INE634A01018|1|522064|-
2050|HONAUT|Honeywell Automation India Ltd|44800|0|0|0.050000|1|EQ|CASH|BSE|INE671A01010|1|517174|-
508|HOTELRUGBY|Hotel Rugby Ltd|3.1|0|0|0.010000|1|EQ|CASH|BSE|INE275F01019|1|526683|-
24475|HUDCO|Housing & Urban Development Corporation Ltd|45|0|0|0.050000|1|EQ|CASH|BSE|INE031A01017|1|540530|-
1246|HDFC|Housing Development Finance Corporation Ltd|2755.45|0|0|0.050000|1|EQ|CASH|BSE|INE001A01036|1|500010|-
8239|HOVS|HOV Services Ltd|58.55|0|0|0.050000|1|EQ|CASH|BSE|INE596H01014|1|532761|-
5628|HOWARHO|Howard Hotels Ltd|7.03|0|0|0.010000|1|EQ|CASH|BSE|INE931B01016|1|526761|-
81873|HPL|HPL Electric & Power Ltd|71.15|0|0|0.050000|1|EQ|CASH|BSE|INE495S01016|1|540136|-
1291|HSIL|HSIL Ltd|228.75|0|0|0.050000|1|EQ|CASH|BSE|INE415A01038|1|500187|-
8533|HUBTOWN|Hubtown Ltd|32.45|0|0|0.050000|1|EQ|CASH|BSE|INE703H01016|1|532799|-
1734|HUHTAMAKI|Huhtamaki India Ltd|265.55|0|0|0.050000|1|EQ|CASH|BSE|INE275B01026|1|509820|-
12909|HBEL|Humming Bird Education Ltd|102|0|0|0.050000|1000|EQ|CASH|BSE|INE02PC01019|1|542592|-
34013|HYPERSOFT|Hypersoft Technologies Ltd|4.81|0|0|0.010000|1|EQ|CASH|BSE|INE039D01014|1|539724|-
1337|IGPL|I G Petrochemicals Ltd|915.95|0|0|0.050000|1|EQ|CASH|BSE|INE204A01010|1|500199|-
1323|ICICIBANK|ICICI Bank Ltd|708.7|0|0|0.050000|1|EQ|CASH|BSE|INE090A01021|1|532174|-
17965|ICICIGI|ICICI Lombard General Insurance Company Ltd|1532.1|0|0|0.050000|1|EQ|CASH|BSE|INE765G01017|1|540716|-
15989|ICICIBANKN|ICICI Prudential Bank ETF|383.38|0|0|0.010000|1|EQ|CASH|BSE|INF109KC1E27|1|542730|-
33056|ICICIFMCG|ICICI Prudential FMCG ETF|407.55|0|0|0.010000|1|EQ|CASH|BSE|INF109KC1R48|1|543326|-
10418|ICICIGOLD|ICICI Prudential Gold ETF|41.83|0|0|0.010000|1|EQ|CASH|BSE|INF109KC1NT3|1|533244|-
38112|ICICIPHARM|ICICI Prudential Healthcare ETF|90.11|0|0|0.010000|1|EQ|CASH|BSE|INF109KC1Q72|1|543292|-
14461|ICICITECH|ICICI Prudential IT ETF|353.7|0|0|0.010000|1|EQ|CASH|BSE|INF109KC1N67|1|543221|-
32479|ICICIPRULI|ICICI Prudential Life Insurance Company Ltd|661.65|0|0|0.050000|1|EQ|CASH|BSE|INE726G01019|1|540133|-
104655|ICICILIQ|ICICI Prudential Liquid ETF|1000.01|0|0|0.010000|1|EQ|CASH|BSE|INF109KC1KT9|1|541946|-
26191|ICICINF100|ICICI Prudential Nifty 100 ETF|197.59|0|0|0.010000|1|EQ|CASH|BSE|INF109KA1962|1|537008|-
15008|ICICINXT50|ICICI Prudential Nifty Next 50 ETF|44.72|0|0|0.010000|1|EQ|CASH|BSE|INF109KC1NS5|1|541809|-
23312|ICICIBANKP|ICICI Prudential Private Banks ETF|197.32|0|0|0.010000|1|EQ|CASH|BSE|INF109KC1E35|1|542758|-
6674|ICICISENSX|ICICI Prudential Sensex ETF|654.12|0|0|0.010000|1|EQ|CASH|BSE|INF346A01034|1|555555|-
97110|ISEC|ICICI Securities Ltd|843.85|0|0|0.050000|1|EQ|CASH|BSE|INE763G01038|1|541179|-
50726|ICLORGANIC|ICL Organic Dairy Products Ltd|14.8|0|0|0.010000|6000|EQ|CASH|BSE|INE0AU701018|1|542935|-
8718|ICRA|ICRA Ltd|3477.45|0|0|0.050000|1|EQ|CASH|BSE|INE725G01011|1|532835|-
1326|IDBI|IDBI Bank Ltd|58|0|0|0.050000|1|EQ|CASH|BSE|INE008A01015|1|500116|-
11033|IDBIGOLD|IDBI Gold ETF|4345|0|0|0.010000|1|EQ|CASH|BSE|INF397L01554|1|533719|-
24398|IDFCFIRSTB|IDFC First Bank Ltd|49.15|0|0|0.050000|1|EQ|CASH|BSE|INE092T01019|1|539437|-
7372|IDFC|IDFC Ltd|53.45|0|0|0.050000|1|EQ|CASH|BSE|INE043D01016|1|532659|-
1328|IFBAGRO|IFB Agro Industries Ltd|707.85|0|0|0.050000|1|EQ|CASH|BSE|INE076C01018|1|507438|-
1330|IFBIND|IFB Industries Ltd|1187.6|0|0|0.050000|1|EQ|CASH|BSE|INE559A01017|1|505726|-
1333|IFCI|IFCI Ltd|14.65|0|0|0.010000|1|EQ|CASH|BSE|INE039A01010|1|500106|-
39115|IFGLEXPOR|IFGL Refractories Ltd|318.55|0|0|0.050000|1|EQ|CASH|BSE|INE133Y01011|1|540774|-
21773|IFL|IFL Enterprises Ltd|25.2|0|0|0.050000|6000|EQ|CASH|BSE|INE714U01016|1|540377|-
956|IGARASHI|Igarashi Motors India Ltd|534.45|0|0|0.050000|1|EQ|CASH|BSE|INE188B01013|1|517380|-
111048|IIFLSEC|IIFL Securities Ltd|112.4|0|0|0.050000|1|EQ|CASH|BSE|INE489L01022|1|542773|-
109591|IIFLWAM|IIFL Wealth Management Ltd|1618.2|0|0|0.050000|1|EQ|CASH|BSE|INE466L01020|1|542772|-
6427|IITLPROJ|IITL Projects Ltd|20.6|0|0|0.050000|1|EQ|CASH|BSE|INE786E01018|1|531968|-
2535|IVC|IL&FS Investment Managers Ltd|5.78|0|0|0.010000|1|EQ|CASH|BSE|INE050B01023|1|511208|-
4741|IMCAP|IM+ Capitals Ltd|76.45|0|0|0.050000|1|EQ|CASH|BSE|INE417D01012|1|511628|-
514|INDLMETER|IMP Powers Ltd|12.37|0|0|0.010000|1|EQ|CASH|BSE|INE065B01013|1|517571|-
5989|INANI|Inani Marbles & Industries Ltd|22.55|0|0|0.050000|1|EQ|CASH|BSE|INE635D01027|1|531129|-
6269|INANISEC|Inani Securities Ltd|19|0|0|0.050000|1|EQ|CASH|BSE|INE224C01014|1|531672|-
213249|INCREDIBLE|Incredible Industries Ltd|26.55|0|0|0.050000|1|EQ|CASH|BSE|INE452L01012|1|538365|-
4651|INDAG|Indag Rubber Ltd|84.4|0|0|0.050000|1|EQ|CASH|BSE|INE802D01023|1|509162|-
353|INDBANK|Indbank Merchant Banking Services Ltd|27.15|0|0|0.050000|1|EQ|CASH|BSE|INE841B01017|1|511473|-
6182|INDERGR|Indergiri Finance Ltd|2.78|0|0|0.010000|1|EQ|CASH|BSE|INE628F01019|1|531505|-
8033|INDCEMCAP|India Cements Capital Ltd|7.62|0|0|0.010000|1|EQ|CASH|BSE|INE429D01017|1|511355|-
1344|INDIACEM|India Cements Ltd|197.6|0|0|0.050000|1|EQ|CASH|BSE|INE383A01012|1|530005|-
6054|INDGELA|India Gelatine & Chemicals Ltd|140.5|0|0|0.050000|1|EQ|CASH|BSE|INE342D01012|1|531253|-
1348|INDIAGLYCO|India Glycols Ltd|932.65|0|0|0.050000|1|EQ|CASH|BSE|INE560A01015|1|500201|-
96932|INDIGRID|India Grid Trust|138.64|0|0|0.010000|1|EQ|CASH|BSE|INE219X23014|1|540565|-
5945|INDIAHOME|India Home Loans Ltd|38.25|0|0|0.050000|1|EQ|CASH|BSE|INE274E01015|1|530979|-
26656|INDINFRA|India Infraspace Ltd|4.84|0|0|0.010000|1|EQ|CASH|BSE|INE954M01031|1|531343|-
510|INDIALEASE|India Lease Development Ltd|7.64|0|0|0.010000|1|EQ|CASH|BSE|INE333C01013|1|500202|-
7546|IMPAL|India Motor Parts & Accessories Ltd|787.95|0|0|0.050000|1|EQ|CASH|BSE|INE547E01014|1|590065|-
516|INDNIPPON|India Nippon Electricals Ltd|388.1|0|0|0.050000|1|EQ|CASH|BSE|INE092B01025|1|532240|-
21111|IPL|India Pesticides Ltd|308.75|0|0|0.050000|1|EQ|CASH|BSE|INE0D6701023|1|543311|-
78836|ITDC|India Tourism Development Corporation Ltd|424|0|0|0.050000|1|EQ|CASH|BSE|INE353K01014|1|532189|-
66936|IBULHSGFIN|Indiabulls Housing Finance Ltd|238.5|0|0|0.050000|1|EQ|CASH|BSE|INE148I01020|1|535789|-
8698|IBREALEST|Indiabulls Real Estate Ltd|152.35|0|0|0.050000|1|EQ|CASH|BSE|INE069I01010|1|532832|-
41304|INDIAMART|Indiamart Intermesh Ltd|8743.6|0|0|0.050000|1|EQ|CASH|BSE|INE933S01016|1|542726|-
1350|INDIANACRY|Indian Acrylics Ltd|16.89|0|0|0.010000|1|EQ|CASH|BSE|INE862B01013|1|514165|-
8598|INDIANB|Indian Bank|159.8|0|0|0.050000|1|EQ|CASH|BSE|INE562A01011|1|532814|-
1354|INDIANCARD|Indian Card Clothing Company Ltd|174.1|0|0|0.050000|1|EQ|CASH|BSE|INE061A01014|1|509692|-
17672|IEX|Indian Energy Exchange Ltd|790.45|0|0|0.050000|1|EQ|CASH|BSE|INE022Q01020|1|540750|-
1342|INDHOTEL|Indian Hotels Co Ltd|213.9|0|0|0.050000|1|EQ|CASH|BSE|INE053A01029|1|500850|-
167|INDIANHUME|Indian Hume Pipe Company Ltd|204.05|0|0|0.050000|1|EQ|CASH|BSE|INE323C01030|1|504741|-
1386|IOC|Indian Oil Corporation Ltd|131.2|0|0|0.050000|1|EQ|CASH|BSE|INE242A01010|1|530965|-
3609|IOB|Indian Overseas Bank|23.2|0|0|0.050000|1|EQ|CASH|BSE|INE565A01014|1|532388|-
24383|IRCTC|Indian Railway Catering & Tourism Corporation Ltd|4816.4|0|0|0.050000|1|EQ|CASH|BSE|INE335Y01012|1|542830|-
116697|IRFC|Indian Railway Finance Corporation Ltd|23.5|0|0|0.050000|1|EQ|CASH|BSE|INE053F01010|1|543257|-
1724|OSWALSUG|Indian Sucrose Ltd|52|0|0|0.050000|1|EQ|CASH|BSE|INE557C01017|1|500319|-
10677|INDTERRAIN|Indian Terrain Fashions Ltd|50.55|0|0|0.050000|1|EQ|CASH|BSE|INE611L01021|1|533329|-
5333|INDTONER|Indian Toners & Developers Ltd|165.6|0|0|0.050000|1|EQ|CASH|BSE|INE826B01018|1|523586|-
4367|INDIANVSH|IndiaNivesh Ltd|18.35|0|0|0.050000|1|EQ|CASH|BSE|INE131H01028|1|501700|-
118900|INDIGOPNTS|Indigo Paints Ltd|2535.9|0|0|0.050000|1|EQ|CASH|BSE|INE09VQ01012|1|543258|-
8011|INDICAP|Inditrade Capital Ltd|34.35|0|0|0.050000|1|EQ|CASH|BSE|INE347H01012|1|532745|-
5406|INDOBORAX|Indo Borax & Chemicals Ltd|178.65|0|0|0.050000|1|EQ|CASH|BSE|INE803D01021|1|524342|-
1357|ICIL|Indo Count Industries Ltd|301.85|0|0|0.050000|1|EQ|CASH|BSE|INE483B01026|1|521016|-
2803|NIPPOBATRY|Indo National Ltd|1037|0|0|0.050000|1|EQ|CASH|BSE|INE567A01010|1|504058|-
3931|INDORAMA|Indo Rama Synthetics (India) Ltd|52.4|0|0|0.050000|1|EQ|CASH|BSE|INE156A01020|1|500207|-
7879|INDOTECH|Indo Tech Transformers Ltd|177.8|0|0|0.050000|1|EQ|CASH|BSE|INE332H01014|1|532717|-
11016|INDOTHAI|Indo Thai Securities Ltd|97.6|0|0|0.050000|1|EQ|CASH|BSE|INE337M01013|1|533676|-
14276|INDOUS|Indo US Bio-Tech Ltd|106.55|0|0|0.050000|1250|EQ|CASH|BSE|INE250Z01010|1|541304|-
6489|INDOCITY|Indo-City Infotech Ltd|4.45|0|0|0.010000|1|EQ|CASH|BSE|INE456B01014|1|532100|-
4231|INDOCO|Indoco Remedies Ltd|449.35|0|0|0.050000|1|EQ|CASH|BSE|INE873D01024|1|532612|-
33853|INDOSTAR|Indostar Capital Finance Ltd|283.95|0|0|0.050000|1|EQ|CASH|BSE|INE896L01010|1|541336|-
8987|INDOWIND|Indowind Energy Ltd|9.07|0|0|0.010000|1|EQ|CASH|BSE|INE227G01018|1|532894|-
70194|INDRAIND|Indra Industries Ltd|4.54|0|0|0.010000|1|EQ|CASH|BSE|INE924N01016|1|539175|-
3984|IGL|Indraprastha Gas Ltd|508.9|0|0|0.050000|1|EQ|CASH|BSE|INE203G01027|1|532514|-
1361|INDRAMEDCO|Indraprastha Medical Corporation Ltd|79.9|0|0|0.050000|1|EQ|CASH|BSE|INE681B01017|1|532150|-
5249|INDSILHYD|Indsil Hydro Power & Manganese Ltd|37.5|0|0|0.050000|1|EQ|CASH|BSE|INE867D01018|1|522165|-
1368|INDSWFTLAB|Ind-Swift Laboratories Ltd|63.8|0|0|0.050000|1|EQ|CASH|BSE|INE915B01019|1|532305|-
4132|INDSWFTLTD|Ind-Swift Ltd|13.86|0|0|0.010000|1|EQ|CASH|BSE|INE788B01028|1|524652|-
6445|INDCTST|Inducto Steel Ltd|23.85|0|0|0.050000|1|EQ|CASH|BSE|INE146H01018|1|532001|-
7131|INDUSFINL|Indus Finance Ltd|5.25|0|0|0.010000|1|EQ|CASH|BSE|INE935D01013|1|531841|-
11572|INDUSTOWER|Indus Towers Ltd|298.65|0|0|0.050000|1|EQ|CASH|BSE|INE121J01017|1|534816|-
1371|INDUSINDBK|IndusInd Bank Ltd|1182.35|0|0|0.050000|1|EQ|CASH|BSE|INE095A01012|1|532187|-
4354|INDPRUD|Industrial & Prudential Investment Company Ltd|1650|0|0|0.050000|1|EQ|CASH|BSE|INE620D01011|1|501298|-
723|INEOSSTYRO|INEOS Styrolution India Ltd|1581.6|0|0|0.050000|1|EQ|CASH|BSE|INE189B01011|1|506222|-
55455|INFIBEAM|Infibeam Avenues Ltd|51|0|0|0.050000|1|EQ|CASH|BSE|INE483S01020|1|539807|-
19544|INFLAME|Inflame Appliances Ltd|270|0|0|0.050000|1000|EQ|CASH|BSE|INE464Z01017|1|541083|-
8318|NAUKRI|Info Edge (India) Ltd|6657.35|0|0|0.050000|1|EQ|CASH|BSE|INE663F01024|1|532777|-
2054|INFOMEDIA|Infomedia Press Ltd|4.03|0|0|0.010000|1|EQ|CASH|BSE|INE669A01022|1|509069|-
4435|INFORTEC|Informed Technologies India Ltd|37.05|0|0|0.050000|1|EQ|CASH|BSE|INE123E01014|1|504810|-
1374|INFY|Infosys Ltd|1684.8|0|0|0.050000|1|EQ|CASH|BSE|INE009A01021|1|500209|-
1377|INGERRAND|Ingersoll-Rand (India) Ltd|1169.95|0|0|0.050000|1|EQ|CASH|BSE|INE177A01018|1|500210|-
6406|INNOCORP|Innocorp Ltd|2.14|0|0|0.010000|1|EQ|CASH|BSE|INE214B01017|1|531929|-
10665|INOVSYNTH|Innovassynth Investments Ltd|17.95|0|0|0.050000|1|EQ|CASH|BSE|INE690J01011|1|533315|-
108977|INNOVATIVE|Innovative Ideals and Services India Ltd|7.79|0|0|0.010000|1000|EQ|CASH|BSE|INE492Y01011|1|541983|-
5366|INNOVTEC|Innovative Tech Pack Ltd|17.25|0|0|0.050000|1|EQ|CASH|BSE|INE965C01038|1|523840|-
37545|INNOVATORS|Innovators Facade Systems Ltd|50.3|0|0|0.050000|1600|EQ|CASH|BSE|INE870Z01015|1|541353|-
7836|INOXLEISUR|Inox Leisure Ltd|413.8|0|0|0.050000|1|EQ|CASH|BSE|INE312H01016|1|532706|-
